Objekt-Nr.;Unterkunftsname;Ort;Buchungsdatum;Anreise;Abreise;Nächte;Vorgang;Vertriebskanal;Status;Abgerechnet;Reisepreis;Bezahlt;Provision;Miete gesamt;Miete;
;;;;;;;;;;;;;;;Vermittler;Eigentümer
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;08.02.2025;31.05.2025;07.06.2025;7,00;61975,00;Booking.com BV;Buchung;Ja;1119,17;1119,17;17%;700,00;141,61;558,39
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;25.05.2025;07.06.2025;09.06.2025;2,00;63831,00;CHECK24 Vergleichsportal Hotel GmbH;Buchung;Ja;531,36;531,36;17%;234,00;47,34;186,66
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;01.03.2025;09.06.2025;19.06.2025;10,00;62374,00;Webseite;Buchung;Ja;1246,00;1246,00;17%;1000,00;202,30;797,70
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;18.06.2025;19.06.2025;22.06.2025;3,00;64225,00;Booking.com BV;Buchung;Ja;606,53;606,53;17%;300,00;60,69;239,31
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;18.05.2025;24.06.2025;27.06.2025;3,00;63746,00;Booking.com BV;Buchung;Ja;602,93;602,93;17%;300,00;60,69;239,31
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;12.06.2025;29.06.2025;06.07.2025;7,00;64120,00;bestfewo GmbH in Kooperation mit "DS";Buchung;Ja;1412,16;1412,16;17%;945,00;191,17;753,83
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;19.07.2025;20.07.2025;26.07.2025;6,00;64659,00;Telefon;Buchung;Ja;863,50;863,50;17%;637,50;128,97;508,53
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;16.06.2025;26.07.2025;02.08.2025;7,00;64180,00;Booking.com BV;Buchung;Ja;1619,27;1619,27;17%;1064,00;215,25;848,75
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;21.02.2025;02.08.2025;15.08.2025;13,00;62234,00;Booking.com BV;Buchung;Ja;2448,43;2448,43;17%;1755,00;355,04;1399,96
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;05.08.2025;15.08.2025;17.08.2025;2,00;64916,00;Online-Reservierung;Buchung;Ja;522,80;522,80;17%;284,00;57,46;226,54
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;18.07.2025;18.08.2025;26.08.2025;8,00;64651,00;Telefon;Buchung;Ja;1227,90;1227,90;17%;1000,00;202,30;797,70
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;11.08.2025;31.08.2025;10.09.2025;10,00;65035,00;Online-Reservierung;Buchung;Ja;1131,00;1131,00;17%;885,00;179,04;705,96
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;10.07.2025;21.09.2025;27.09.2025;6,00;64532,00;Webseite;Buchung;Ja;785,00;785,00;17%;570,00;115,31;454,69
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;24.09.2025;12.10.2025;19.10.2025;7,00;65864,00;Webseite;Buchung;Ja;753,00;753,00;17%;570,00;115,31;454,69
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;09.10.2025;03.11.2025;09.11.2025;6,00;66108,00;Webseite;Buchung;Ja;551,00;551,00;17%;325,00;65,75;259,25
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;09.08.2025;22.12.2025;27.12.2025;5,00;65001,00;HRS Holidays / Tiscover.com;Buchung;Ja;711,44;711,44;17%;400,00;80,92;319,08
274 - kl. Hafen No 2/ 2019 ;Haus am kleinen Hafen No 2;Born a. Darß;03.04.2025;27.12.2025;03.01.2026;7,00;63106,00;Webseite;Buchung;Ja;1178,10;1178,10;17%;945,00;191,17;753,83
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;01.07.2021;24.07.2021;31.07.2021;7,00;44226,00;zu bearbeiten;Buchung;Ja;1043,60;1043,60;17%;840,00;169,93;670,07
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;28.06.2021;31.07.2021;14.08.2021;14,00;44168,00;zu bearbeiten;Buchung;Ja;1805,00;1805,00;17%;1680,00;339,86;1340,14
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;10.07.2021;14.08.2021;23.08.2021;9,00;44337,00;zu bearbeiten;Buchung;Ja;1395,00;1395,00;17%;1215,00;245,79;969,21
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;25.07.2021;23.08.2021;30.08.2021;7,00;44538,00;zu bearbeiten;Buchung;Ja;1223,92;1223,92;17%;840,00;169,93;670,07
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;18.07.2021;03.09.2021;13.09.2021;10,00;44427,00;zu bearbeiten;Buchung;Ja;909,00;909,00;17%;900,00;182,07;717,93
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;06.08.2021;13.09.2021;20.09.2021;7,00;44647,00;zu bearbeiten;Buchung;Ja;1012,61;1012,61;17%;630,00;127,45;502,55
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;24.08.2021;20.09.2021;26.09.2021;6,00;44897,00;zu bearbeiten;Buchung;Ja;709,00;709,00;17%;540,00;109,24;430,76
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;10.10.2021;15.10.2021;24.10.2021;9,00;45556,00;zu bearbeiten;Buchung;Ja;1186,78;1186,78;17%;810,00;163,86;646,14
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;21.10.2021;29.10.2021;05.11.2021;7,00;45690,00;zu bearbeiten;Buchung;Ja;684,00;684,00;17%;510,00;103,17;406,83
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;17.04.2022;22.05.2022;29.05.2022;7,00;47879,00;zu bearbeiten;Buchung;Ja;809,00;809,00;17%;630,00;127,45;502,55
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;16.01.2022;04.06.2022;11.06.2022;7,00;46510,00;zu bearbeiten;Buchung;Ja;953,94;953,94;17%;630,00;127,45;502,55
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;23.01.2022;11.06.2022;25.06.2022;14,00;46659,00;zu bearbeiten;Buchung;Ja;1469,00;1469,00;17%;1260,00;254,90;1005,10
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;09.03.2022;10.07.2022;24.07.2022;14,00;47385,00;zu bearbeiten;Buchung;Ja;2046,51;2046,51;17%;1680,00;339,86;1340,14
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;07.06.2022;24.07.2022;30.07.2022;6,00;48433,00;zu bearbeiten;Buchung;Ja;1073,93;1073,93;17%;720,00;145,66;574,34
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;22.05.2022;30.07.2022;06.08.2022;7,00;48306,00;zu bearbeiten;Buchung;Ja;1202,12;1202,12;17%;840,00;169,93;670,07
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;13.05.2022;11.08.2022;25.08.2022;14,00;48217,00;zu bearbeiten;Buchung;Ja;1954,00;1954,00;17%;1680,00;339,86;1340,14
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;24.08.2022;26.08.2022;02.09.2022;7,00;49209,00;zu bearbeiten;Buchung;Ja;1243,21;1243,21;17%;810,00;163,87;646,13
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;07.06.2022;02.09.2022;11.09.2022;9,00;48427,00;zu bearbeiten;Buchung;Ja;1253,21;1253,21;17%;810,00;163,86;646,14
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;07.06.2023;15.06.2023;22.06.2023;7,00;52106,00;BestSearch Media GmbH in Kooperation mit "DS";Buchung;Ja;948,94;948,94;17%;665,00;134,53;530,47
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;18.06.2023;24.06.2023;28.06.2023;4,00;52199,00;Booking.com BV;Buchung;Ja;697,29;697,29;17%;410,04;82,96;327,08
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;26.06.2023;24.07.2023;05.08.2023;12,00;52358,00;HRS Holidays;Buchung;Ja;2052,15;2052,15;17%;1500,00;303,45;1196,55
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;05.07.2023;06.08.2023;14.08.2023;8,00;52457,00;Webseite;Buchung;Ja;1188,00;1338,00;17%;1000,00;202,30;797,70
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;08.08.2023;14.08.2023;20.08.2023;6,00;52916,00;Webseite;Buchung;Ja;873,00;873,00;17%;690,00;139,59;550,41
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;28.08.2023;06.09.2023;13.09.2023;7,00;53261,00;HomeAway UK Limited - in Kooperation mit "DS";Buchung;Ja;982,94;982,94;17%;630,00;127,45;502,55
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;26.12.2023;27.12.2023;01.01.2024;5,00;54717,00;Super Urlaub oHG / in Kooperation mit "DS";Buchung;Ja;855,19;990,19;17%;575,00;116,32;458,68
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;23.01.2024;28.03.2024;02.04.2024;5,00;55323,00;Webseite;Buchung;Ja;628,00;628,00;17%;450,00;91,04;358,96
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;18.03.2024;05.05.2024;11.05.2024;6,00;56320,00;CASAMUNDO GmbH;Buchung;Ja;794,37;794,37;17%;480,00;97,10;382,90
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;22.02.2024;16.05.2024;21.05.2024;5,00;55868,00;resido e.K. in Kooperation mit "DS";Buchung;Ja;729,75;729,75;17%;450,00;91,04;358,96
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;20.02.2024;12.06.2024;18.06.2024;6,00;55845,00;HomeAway UK Limited - in Kooperation mit "DS";Buchung;Ja;864,38;864,38;17%;540,00;109,24;430,76
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;19.06.2024;20.07.2024;27.07.2024;7,00;57583,00;Webseite;Buchung;Ja;978,00;978,00;17%;805,00;162,85;642,15
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;18.06.2024;18.08.2024;25.08.2024;7,00;57557,00;Webseite;Buchung;Ja;998,00;998,00;17%;805,00;162,85;642,15
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;30.07.2024;27.08.2024;02.09.2024;6,00;58241,00;Holidu GmbH in Kooperation mit "DS Destination Solutions";Buchung;Ja;1006,68;1006,68;17%;655,00;132,50;522,50
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;19.08.2024;02.09.2024;09.09.2024;7,00;58688,00;Webseite;Buchung;Ja;626,50;626,50;17%;480,00;97,11;382,89
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;02.09.2024;09.09.2024;14.09.2024;5,00;59110,00;Webseite;Buchung;Ja;503,00;503,00;17%;320,00;64,74;255,26
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;27.07.2024;18.09.2024;22.09.2024;4,00;58202,00;Webseite;Buchung;Ja;526,00;526,00;17%;320,00;64,74;255,26
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;28.01.2025;28.02.2025;05.03.2025;5,00;61729,00;Webseite;Buchung;Ja;481,00;481,00;17%;295,00;59,68;235,32
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;21.02.2025;20.04.2025;28.04.2025;8,00;62224,00;Webseite;Buchung;Ja;761,00;761,00;17%;560,00;113,29;446,71
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;18.04.2025;26.05.2025;02.06.2025;7,00;63300,00;resido e.K. in Kooperation mit "DS";Buchung;Ja;882,61;882,61;17%;560,00;113,29;446,71
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;26.03.2025;07.06.2025;10.06.2025;3,00;62874,00;Airbnb Germany GmbH;Buchung;Ja;465,56;465,56;17%;165,60;33,50;132,10
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;18.06.2025;19.06.2025;24.06.2025;5,00;64209,00;Webseite;Buchung;Ja;486,00;486,00;17%;300,00;60,69;239,31
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;25.05.2025;20.07.2025;03.08.2025;14,00;63845,00;Holidu GmbH in Kooperation mit "DS Destination Solutions";Buchung;Ja;1630,86;1630,86;17%;1400,00;283,22;1116,78
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;07.04.2025;03.08.2025;10.08.2025;7,00;63157,00;Webseite;Buchung;Ja;1001,00;1001,00;17%;805,00;162,85;642,15
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;31.07.2025;10.08.2025;14.08.2025;4,00;64849,00;e-domizil GmbH in Kooperation mit "DS";Buchung;Ja;665,00;665,00;17%;380,00;76,87;303,13
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;09.07.2025;14.08.2025;21.08.2025;7,00;64515,00;Webseite;Buchung;Ja;861,00;861,00;17%;665,00;134,53;530,47
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;01.08.2025;25.08.2025;31.08.2025;6,00;64857,00;Webseite;Buchung;Ja;620,50;620,50;17%;475,00;96,09;378,91
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;27.07.2025;31.08.2025;09.09.2025;9,00;64781,00;Traum-Ferienwohnungen GmbH;Buchung;Ja;1019,72;1019,72;17%;735,00;148,69;586,31
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;08.09.2025;09.09.2025;13.09.2025;4,00;65597,00;Booking.com BV;Buchung;Ja;596,40;596,40;17%;320,00;64,74;255,26
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;11.09.2025;15.09.2025;19.09.2025;4,00;65672,00;Booking.com BV;Buchung;Ja;502,08;502,08;17%;320,00;64,74;255,26
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;09.09.2025;19.09.2025;24.09.2025;5,00;65624,00;Expedia Group (Fewo direkt/VRBO) in Kooperation mit "DS";Buchung;Ja;586,00;586,00;17%;400,00;80,92;319,08
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;08.08.2025;27.09.2025;03.10.2025;6,00;64986,00;Holidu GmbH in Kooperation mit "DS Destination Solutions";Buchung;Ja;790,95;790,95;17%;480,00;97,10;382,90
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;22.11.2025;27.12.2025;03.01.2026;7,00;66768,00;Webseite;Buchung;Ja;751,75;751,75;17%;631,75;127,81;503,94
275 - kl. Hafen No 3/ 2412 ;Haus am kleinen Hafen No 3;Born a. Darß;15.12.2025;05.01.2026;10.01.2026;5,00;66964,00;Holidu GmbH in Kooperation mit "DS Destination Solutions";Buchung;Ja;565,17;565,17;17%;300,00;60,69;239,31
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;05.04.2022;09.04.2022;17.04.2022;8,00;47716,00;zu bearbeiten;Buchung;Ja;1164,50;1164,50;17%;850,00;171,95;678,05
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;06.05.2022;25.05.2022;29.05.2022;4,00;48110,00;zu bearbeiten;Buchung;Ja;815,00;815,00;17%;448,00;90,63;357,37
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;05.05.2022;04.06.2022;18.06.2022;14,00;48086,00;zu bearbeiten;Buchung;Ja;1958,00;1958,00;17%;1568,00;317,21;1250,79
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;25.02.2022;18.06.2022;25.06.2022;7,00;47248,00;zu bearbeiten;Buchung;Ja;1158,50;1158,50;17%;980,00;198,25;781,75
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;12.03.2022;09.07.2022;23.07.2022;14,00;47418,00;zu bearbeiten;Buchung;Ja;3004,50;3032,50;17%;2590,00;523,96;2066,04
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;20.01.2022;24.07.2022;31.07.2022;7,00;46607,00;zu bearbeiten;Buchung;Ja;1472,50;1486,50;17%;1190,00;240,74;949,26
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;24.02.2022;31.07.2022;07.08.2022;7,00;47232,00;zu bearbeiten;Buchung;Ja;1764,00;1757,00;17%;1400,00;283,22;1116,78
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;16.01.2022;07.08.2022;16.08.2022;9,00;46507,00;zu bearbeiten;Buchung;Ja;2163,00;2167,00;17%;1800,00;364,14;1435,86
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;08.07.2022;16.08.2022;22.08.2022;6,00;48692,00;zu bearbeiten;Buchung;Ja;1223,00;1223,00;17%;888,00;179,65;708,35
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;17.08.2022;24.08.2022;31.08.2022;7,00;49138,00;zu bearbeiten;Buchung;Ja;1258,00;1258,00;17%;952,00;192,59;759,41
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;30.06.2022;05.09.2022;11.09.2022;6,00;48617,00;zu bearbeiten;Buchung;Ja;1148,50;1148,50;17%;840,00;169,93;670,07
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;26.07.2022;11.09.2022;22.09.2022;11,00;48852,00;zu bearbeiten;Buchung;Ja;1892,00;1892,00;17%;1540,00;311,54;1228,46
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;14.10.2022;24.10.2022;29.10.2022;5,00;49594,00;Webseite;Buchung;Ja;955,75;955,75;17%;658,75;133,27;525,48
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;25.06.2022;26.12.2022;06.01.2023;11,00;48563,00;Webseite;Buchung;Ja;2086,50;2086,50;17%;1700,00;343,91;1356,09
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;04.01.2023;13.05.2023;22.05.2023;9,00;50213,00;Webseite;Buchung;Ja;1646,20;1646,20;17%;1305,00;264,00;1041,00
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;22.02.2023;10.06.2023;17.06.2023;7,00;50952,00;Webseite;Buchung;Ja;1215,70;1215,70;17%;1015,00;205,33;809,67
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;13.02.2023;19.06.2023;27.06.2023;8,00;50834,00;Webseite;Buchung;Ja;1517,70;1517,70;17%;1160,00;234,67;925,33
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;06.03.2023;15.07.2023;22.07.2023;7,00;51097,00;Booking.com BV;Buchung;Ja;2231,57;2231,57;17%;1470,00;297,38;1172,62
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;11.07.2023;22.07.2023;25.07.2023;3,00;52509,00;Booking.com BV;Buchung;Ja;888,00;1038,00;17%;486,00;98,32;387,68
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;31.01.2023;25.07.2023;04.08.2023;10,00;50635,00;Webseite;Buchung;Ja;2490,50;2490,50;17%;2090,00;422,81;1667,19
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;06.01.2023;06.08.2023;14.08.2023;8,00;50248,00;Webseite;Buchung;Ja;1770,20;1770,20;17%;1400,00;283,22;1116,78
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;31.12.2022;14.08.2023;23.08.2023;9,00;50144,00;Webseite;Buchung;Ja;2286,00;2286,00;17%;1881,00;380,52;1500,48
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;12.08.2023;27.08.2023;03.09.2023;7,00;52984,00;E-Mail;Buchung;Ja;1166,40;1166,40;17%;850,00;171,96;678,04
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;19.05.2023;08.09.2023;10.09.2023;2,00;51928,00;Telefon;Buchung;Ja;586,60;586,60;17%;284,00;57,45;226,55
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;02.09.2023;13.09.2023;23.09.2023;10,00;53315,00;Webseite;Buchung;Ja;1485,80;1485,80;17%;1125,00;227,59;897,41
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;06.09.2023;24.09.2023;28.09.2023;4,00;53385,00;Booking.com BV;Buchung;Ja;975,96;975,96;17%;500,00;101,15;398,85
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;25.09.2023;30.09.2023;05.10.2023;5,00;53711,00;Booking.com BV;Buchung;Ja;1356,59;1356,59;17%;795,00;160,83;634,17
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;16.08.2023;07.10.2023;14.10.2023;7,00;53044,00;Webseite;Buchung;Ja;1119,70;1119,70;17%;994,00;201,08;792,92
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;21.09.2023;15.10.2023;21.10.2023;6,00;53661,00;Booking.com BV;Buchung;Ja;1238,24;1238,24;17%;750,00;151,73;598,27
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;09.10.2023;15.11.2023;19.11.2023;4,00;53910,00;Booking.com BV;Buchung;Ja;668,12;818,12;17%;340,00;68,78;271,22
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;29.09.2023;26.11.2023;03.12.2023;7,00;53792,00;Webseite;Buchung;Ja;908,80;908,80;17%;510,00;103,17;406,83
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;18.10.2023;29.12.2023;02.01.2024;4,00;53997,00;Telefon;Buchung;Ja;1116,00;1116,00;17%;796,00;161,03;634,97
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;13.01.2024;14.01.2024;19.01.2024;5,00;55071,00;Webseite;Buchung;Ja;798,60;798,60;17%;375,00;75,86;299,14
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;15.12.2023;05.02.2024;11.02.2024;6,00;54608,00;Booking.com BV;Buchung;Ja;1128,68;1128,68;17%;654,00;132,31;521,69
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;25.02.2024;02.03.2024;10.03.2024;8,00;55905,00;Webseite;Buchung;Ja;970,40;970,40;17%;600,00;121,38;478,62
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;26.12.2023;30.03.2024;06.04.2024;7,00;54698,00;Booking.com BV;Buchung;Ja;1409,07;1409,07;17%;854,00;172,76;681,24
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;20.04.2024;04.05.2024;11.05.2024;7,00;56756,00;Webseite;Buchung;Ja;1056,40;1056,40;17%;735,00;148,69;586,31
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;23.04.2024;11.05.2024;16.05.2024;5,00;56821,00;Booking.com BV;Buchung;Ja;1033,39;1033,39;17%;525,00;106,21;418,79
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;16.05.2024;17.05.2024;21.05.2024;4,00;57134,00;Webseite;Buchung;Ja;655,00;655,00;17%;378,00;76,47;301,53
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;25.01.2024;21.05.2024;26.05.2024;5,00;55367,00;Webseite;Buchung;Ja;1090,50;1090,50;17%;710,00;143,64;566,36
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;12.05.2024;26.05.2024;02.06.2024;7,00;57055,00;Webseite;Buchung;Ja;1056,40;1056,40;17%;735,00;148,69;586,31
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;03.10.2023;02.06.2024;12.06.2024;10,00;53846,00;Webseite;Buchung;Ja;1560,10;1560,10;17%;1212,50;245,29;967,21
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;16.10.2023;15.06.2024;22.06.2024;7,00;53980,00;Webseite;Buchung;Ja;1145,70;1145,70;17%;875,00;177,01;697,99
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;08.08.2023;23.06.2024;03.07.2024;10,00;52909,00;Booking.com BV;Buchung;Ja;2564,88;2564,88;17%;1710,00;345,93;1364,07
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;10.03.2024;06.07.2024;16.07.2024;10,00;56171,00;Booking.com BV;Buchung;Ja;2327,57;2327,57;17%;1620,00;327,73;1292,27
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;25.01.2024;18.07.2024;25.07.2024;7,00;55365,00;Booking.com BV;Buchung;Ja;1788,69;1788,69;17%;1134,00;229,41;904,59
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;16.06.2024;25.07.2024;29.07.2024;4,00;57520,00;Webseite;Buchung;Ja;957,50;957,50;17%;648,00;131,09;516,91
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;16.12.2023;29.07.2024;12.08.2024;14,00;54616,00;Webseite;Buchung;Ja;2450,00;2450,00;17%;2030,00;410,67;1619,33
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;22.07.2024;12.08.2024;21.08.2024;9,00;58116,00;Booking.com BV;Buchung;Ja;2094,13;2094,13;17%;1305,00;264,00;1041,00
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;28.12.2023;21.08.2024;04.09.2024;14,00;54756,00;Webseite;Buchung;Ja;2672,50;2672,50;17%;2208,00;446,68;1761,32
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;05.03.2024;07.09.2024;21.09.2024;14,00;56092,00;Booking.com BV;Buchung;Ja;2553,52;2553,52;17%;1750,00;354,03;1395,97
356 ;ZZZ - Archiv - ParkLiebe, Apartment 5;Wustrow;25.07.2024;21.09.2024;28.09.2024;7,00;58165,00;Webseite;Buchung;Ja;1003,70;1003,70;17%;660,00;133,52;526,48
